product_id,product_title,rating,summary,review
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,5,Super!,It was a very good product and I like it . It is a very good choice for this price.
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,5,Worth every penny,Lovely colour and premium looking and connectivity is awesome and impressive better than 3k-4k rs headphones    Trust without and double thought go for it
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,5,Mind-blowing purchase,"reviewing after using for one week. - great battery back-up charged it only 2 times on whole day usage- nice built and best part is it automatically starts when u insert your headphone in ur ears.,- nice bass"
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,5,Classy product,It is too good it has good battery backup and quality is mind blowing and sounds too good and is the worth product....
ACCFHGZFS7GB9CVM,realme Buds Wireless Bluetooth Headset,4,Very Good,"Writing it after 27 days of usage. Its design really stands out, be it the metal body or unique colour combination. Built seems solid. Battery life is decent, around 12 hrs on vol around 40%. Charges from 0 to full within 2-2.5 hrs. Auto shut off feature is very useful,(auto resume after they are turned on would have been great). Fits well into the ears. Sounds quality is quite interesting, initially I was a bit disappointed as I usually use Sony MDR-XB450(they sound phenomenal) but comparing..."
ACCFR3Q77R6RRGAC,OnePlus Bullets Wireless Z Bluetooth Headset,5,Terrific purchase,"first of all with mi 18 watt charger,it got full charged in 20mins.that was amazing and 16-18hrs playtime is best at this price range.I searched for a wireless earphone and bought many but finally settled with this.sound quality is good but build quality is premium.overall i would say it is the best earphone to go with and I guarantee you will not regret.drop like if you find it useful."
ACCFR3Q77R6RRGAC,OnePlus Bullets Wireless Z Bluetooth Headset,5,Fabulous!,"I am using this product from 2 daysLet me share with you my experienceThis is my genuine and humble review 1st the delivery of flipkart is too good and then awesome packingThen comming to productThe experience of sound is really great we catch every instrumental sounds clearly and be joyful while listening and my rating is 4/5And then about bass, actually I expected too about bass boost but it not reached then that just good actually but I satisfied with that and my rating is 3/5Then ..."
ACCFR3Q77R6RRGAC,OnePlus Bullets Wireless Z Bluetooth Headset,5,Worth every penny,LONG BUT WORTH READING.Honest review after one week. Just go for it. Dont get affected by negative reviews. Totally worth every penny and far ahead of its competition. The battery backup is splendid. Sound quality is very good nothing to complain here. Comfortable in the ears. Connectivity perfect. I haven't experienced any lag with normal media usage. I am a student and watch video lectures at sometimes 2x speed and never once I faced voice lag while changing video speed. Just go for it. Ju...
ACCFR3Q77R6RRGAC,OnePlus Bullets Wireless Z Bluetooth Headset,5,Terrific,writing review after using it for two days ..first of all its having best battery backup among other wireless headphones.only drained 20% battery aftr usage of some 8hrs.. build quality is above the mark.. bass wise its lil low.. bt its ok .. go for it .. it wont disappoint you .. a great thumbs-up for flipkart delivery teams👍🏻👍🏻
ACCFR3Q77R6RRGAC,OnePlus Bullets Wireless Z Bluetooth Headset,5,Simply awesome,The bass provided is a decent one and the sound clarity is pretty good.And all the other features are exceptional.U can surely go for this one for the price range..will not regeret.
ACCFR3Q77R6RRGAC,OnePlus Bullets Wireless Z Bluetooth Headset,5,Simply awesome,"ONEPLUS THE BEST 🌟Crystal clear sound .Treble & Bass are well balanced.Bass is developed compared to OP Bullets 2 .Massive Battery Backup within 10-15minutes of charging.Built Quality is too good which gives premium feel .Magnetic On/Off will be very much useful .Finally , OnePlus gave us the best affordable wireless earphones 🌟 🌟 🌟 🌟 🌟"
ACCFR3Q77R6RRGAC,OnePlus Bullets Wireless Z Bluetooth Headset,4,Nice product,"Thanks to flipkart fot super fast delivery in our rural area.Got it within 3 days.Super earphones using it for online pg classes,comes with handy backup hrs.5/5 for sound quality4/5 for bass(not as high,for competitor like sony310,or realme wireless)5/5 for build qualityWill rewrite a review after a month use"
ACCFR3Q77R6RRGAC,OnePlus Bullets Wireless Z Bluetooth Headset,5,Highly recommended,"😇No more tangles n dangling!! Loved it! Sweetest thing about this is, we can do our works FREELY or even go washroom with music on us..🤣 I would say, Go for it👉 feel that energy!Well packed, class look And of course, the sound quality is GreAttt!!🤩 (I admit I'm a bit excited)And thanks to Flipkart for a quick n safe delivery 🤗"
ACCFR3Q77R6RRGAC,OnePlus Bullets Wireless Z Bluetooth Headset,5,Terrific,"Looking nice product...I got just 1day delivery..11th I ordered...12th I received...in this price range this product is no1..I got blue...i gift to dear one.. must buy.. don't go other products on this price range is this best....next level headset...no other gives this much battery life 20hrs...mind blowing OnePlus bullet z.. presently I'm using realme wireless buds, both are best in this segment but OnePlus is more battery life n extra multiple device connectivity button n latest design..."
ACCFR3Q77R6RRGAC,OnePlus Bullets Wireless Z Bluetooth Headset,5,Terrific,THIS ONE IS OUTSTANDING...few months before if some one ask me WITCH IS THE BEST VALUE FORE MONY WIRELESS EARPHON in the market I will definitely go for the SONY....JBL...or.....REALME                But now it the oneplus BULLET WIRELESS Z I will give you my thoughts and features of this earphon from my 3 days of usage BUILD QUALITY : the build quality of this earphon was good..combination of good plastic materials and some fiber......if you enjoy music or whatever no problems that it w...
ACCFR3Q77R6RRGAC,OnePlus Bullets Wireless Z Bluetooth Headset,4,Pretty good,"By now u have seen 100's of review by now ... Everything u have read is true ... 5/5 in all but not in bass... If u havnt brought and u r a base head pls look for different headset but like me if u r stuck with this there is A FIX TO BASS.... SIMPLY CHANGE THE EAR TIP TO LARGER SIZE ... It improves the bass significantly at the cost of slight discomfort .... It works .. trust me Pls upvote this comment , So more people can improve the bass"
ACCFR3Q77R6RRGAC,OnePlus Bullets Wireless Z Bluetooth Headset,5,Highly recommended,"Product is superbbb... Really  frds... Gaming sounds is also good .. pubg games sounds is clear... Compare two to another product .. it is really awesome.  I really love it is a genuine review .  I hope you are also like this product who is waiting for the games music ,video , call, it is the very very very good and also the billied quality is very good and also the battery charging is very good is take 10 minutes time but he charges in 10 minutes time and also the product will be used for 10..."
ACCFR3Q77R6RRGAC,OnePlus Bullets Wireless Z Bluetooth Headset,4,Good quality product,Best budget Bluetooth earphones by one plus ....sound quality superb.....bass also good .... vry good built quality ....fix 15 hours play back ....very fast order delivery by flipkart ....over all good
ACCFR3Q77R6RRGAC,OnePlus Bullets Wireless Z Bluetooth Headset,3,Decent product,I have used this with a non OnePlus device so take that into consideration when reading this. Just want to mention that if you are not an audiophile you will never notice the difference between AAC and aptx. These earphones only support AAC and SBC.Cons:The bass is very much lacking. The treble at higher volumes sometimes (although rarely) starts tearing up. If you are interested in movies with a lot of explosions and bullets flying around it won't be a very immersive experience. Pros:S...
ACCFR3Q77R6RRGAC,OnePlus Bullets Wireless Z Bluetooth Headset,1,No BASS at all!! Not for music,"I'm fan for Oneplus since their first product. I have bought the series of products along their launch. Very first product from oneplus which did not meet my expectations is 'oneplus bullets wireless-z bluetooth headset'. It has no BASS effect at all!!! if you are buying for listening music and music lover, better to avoid. However, call quality, voice clarity  and battery backup are at its best. One of the best headset to consider for day to day usage."
ACCFR3Q77R6RRGAC,OnePlus Bullets Wireless Z Bluetooth Headset,5,Simply awesome,"It's definitely worth. But it's not a basshead earphones, I've seen some reviews saying it's got such an amount of base but in reality it's a balanced headphones adequate amount of bass nothing much more.This one plus sounds good when it comes to overall sound quality, it's all balanced Product quality is superb at this price range you can't complainMagnetic on/off is very helpful in saving battery life and convenient too, you don't have to switch it off and on, just detach it and it in..."
ACCFR3Q77R6RRGAC,OnePlus Bullets Wireless Z Bluetooth Headset,4,Very Good,"Those who are looking for good voice quality in this price range , these OnePlus Bullets are the best you can find.• doesn't miss any single beat even at the lowest volume levels.•fast charging - 50% in 10 minutes & 100% within 25 minutes.•deffinately has a long run time and yes you do get upto 20hours of play time for a full charge (depending on the volume level you choose to play)• very user friendly. one can listen for long time without any issue, for it u'll have to try the different..."
ACCFR3Q77R6RRGAC,OnePlus Bullets Wireless Z Bluetooth Headset,1,Hated it!,"I have been using this product from couple months. This headset will absolutely not work for calls. The reason is, the build of Wireless Z will not get mic near our mouth. However, it works if you have absolute patience to hold the mic in front of your mouth for hours you talk or be in meetings. This headset is only nice for listening songs compromising on Bass ! Only good thing I found is battery backup... You keep charge, go drink tea and come back. It will do for the whole day. ..."
ACCFR3Q77R6RRGAC,OnePlus Bullets Wireless Z Bluetooth Headset,4,Good choice,"I love the build quality.... Love the battery life... Low latency mode is also working perfectly while playing PUBG ... Accessories are pretty good....But if I'm talking about the bass... Bass is not as good as compare to the realme buds wireless... Realme buds have powerful and heavy bass compare to this...Except this, everything is perfect...If you're ok with medium bass then you should go for it... you'll not regret for that...Also call quality is crystal clear... So don't think so muc..."
ACCFR3Q77R6RRGAC,OnePlus Bullets Wireless Z Bluetooth Headset,5,Worth every penny,"This works great with OnePlus 6 where you have audio tune option , there you can customise to the appropriate bass,Out of the box it has medium bass but when you turn on AAC and audio tune it to your requirements it's sounds great and highly recommended of your phone has audio tune option you won't regret it. All those unboxing  videos on the internet are all false it has sexy bass."
ACCFR3Q77R6RRGAC,OnePlus Bullets Wireless Z Bluetooth Headset,5,Awesome,Best in class !! I am using this with my iphone 7 (no connectivity issues)Sound quality is good with balanced bass n treble(Soft Bass) Overall A very good product in this price range!
ACCFR3Q77R6RRGAC,OnePlus Bullets Wireless Z Bluetooth Headset,4,Pretty good,Everything think is good but bass is low But after updating my OnePlus device The wireless z  earphone sounds better than priviousBecause it's got support Of Dolby Atmos soundsOver all best for OnePlus device s
ACCFR3Q77R6RRGAC,OnePlus Bullets Wireless Z Bluetooth Headset,5,Simply awesome,"Best in this price range..( used others from sony,jbl,noise)Saw youtubers saying this has low bass...No.not at all..Sounds incredible on my asus 6z.little tuning in the audiowizard and these sound like expensive studio quality headphones.Pros:Great sound qualityTop notch build qualityThumping bass..low frequency bass response is goodGood battery backup with quick chargeCons:Low Latency mode only works with one plus phones Thanq #ONE PLUS for this fantastic product."
ACCFR3Q77R6RRGAC,OnePlus Bullets Wireless Z Bluetooth Headset,1,Don't waste your money,"When I am starting for use..I  am facing much more problems,,1 , on, off issue... not connect fast sometime  sensor not working properly,,.. sound quality good but not excellent, .. And battery capacity is max 8 hour ..🙏🙏🙏 i am not happy with us..."
ACCFR3Q77R6RRGAC,OnePlus Bullets Wireless Z Bluetooth Headset,5,Terrific,"Pros:1. Magnetic switch is fabulous. Switch over time is three seconds actually.. fantastic.2. Battery is unmatchable. 20, hours literally.. far ahead than its competitors.3. Neckband automatically switches off when not in use.. 4 Build quality is good with an attractive OnePlus engraving.5. Calling quality is excellent. No disturbance on the other side of call. 6. Good bluetooth range.Cons1. Should have provided with a case.2. To compete with Sony WI series, vibration was needed...."
ACCFR3Q77R6RRGAC,OnePlus Bullets Wireless Z Bluetooth Headset,5,Super!,Writing review after 3 days usage.... battery backup is really nice......am using redmi fast charger it's fully charged within 10min..... sound quality is really awesome..... decent bass....if you need heavy bass it's not your option....I really like this....
ACCFR3Q77R6RRGAC,OnePlus Bullets Wireless Z Bluetooth Headset,5,Must buy!,Really great earphones.. very comfortable and very easy to use. If u love high bass then this are not for u other then that this are pretty good if u wanna buy them just do it. I totally recommend this
ACCFR3Q77R6RRGAC,OnePlus Bullets Wireless Z Bluetooth Headset,5,Classy product,Excellent sound and great battery backup 💓 awesome design...I am happy with ONE PLUS 👍👍👍
ACCFR3Q77R6RRGAC,OnePlus Bullets Wireless Z Bluetooth Headset,5,Great product,"Best wireless earphones at 2k price range! Hands down, the best call quality, build quality (so light that you won't even realise it is there), great warranty, wonderful features and God, that battery and charging is magic. Also, the music experience is pretty good, yes, the base could be better, but nothing at all that you can notice. Don't think for a second, I did a lot of research before buying and it is worth it!"
ACCFR3Q77R6RRGAC,OnePlus Bullets Wireless Z Bluetooth Headset,5,Perfect product!,"I use it last 10 days & everyday use 7_8h 😂👇👇👇According to price...i give 10/10Every beat is clear, if you music lover, you feel it. 10/10Base 10/10Deep bass 10/9 (if you true bass lover otherwise it's very good for long time use in a day)Lyrics are very clear Battery 10/10 ( 18_19 battery)Design & build 10/10  comfortable, no pain if you use long timeGood for bike riding.Mic very Powerful it's catches whole sounds near u."
ACCFR3Q77R6RRGAC,OnePlus Bullets Wireless Z Bluetooth Headset,4,Pretty good,"1.Build quality could have been a bit better..2.Bass is gud though i don't know why people are complaining..3.Battery is life is phenomenal you will get tired of listening..3.Mic quality is great..4.Magnetic connection is strong compared to realme buds..5.looks are great and flexibility is there for protecting it from accidental stretches.6.moreover its splash resistant.7.I have been using realme buds since it's launch, Compared to realme buds bass is just 1 or 1.5 points low out of 5...."
ACCFR3Q77R6RRGAC,OnePlus Bullets Wireless Z Bluetooth Headset,5,Terrific purchase,Excellent product by one plus .....and best earphone from all brands in this range .......sound quality is awesome....  ...bass is good .....not average......best things this earphone is battery backup .....I get 2 day batter.....approx 19 hour backup ......
ACCFR3Q77R6RRGAC,OnePlus Bullets Wireless Z Bluetooth Headset,5,Worth every penny,"PROS : 1. Long lasting battery life (About 18 hours)            2. Full charge in 30 minutes.             3. Excellent balanced sound.             4. Quick Switching between my phone and laptop CONS : 1. Bass is moderate.            2. Magnetic control only pause the audio, but can't play while separating the buds in my Redmi NOTE 7 Pro."
ACCFR3Q77R6RRGAC,OnePlus Bullets Wireless Z Bluetooth Headset,5,Perfect product!,The bass is decent one audio clarity is just asowem .Im using this while running and i will suggest that to use right ear tips for perfect fitting .Battery is outstanding 😍
ACCFR3Q77R6RRGAC,OnePlus Bullets Wireless Z Bluetooth Headset,5,Classy product,I heared in you tube review that bass is low.But trust me amazing bass amazing sound.The call quality is astoundingly great.
ACCFR3Q77R6RRGAC,OnePlus Bullets Wireless Z Bluetooth Headset,5,Just wow!,Osm blutooth earphone by one plus ultra low latency mode works on my redmi k20pro it's good option for pubg lover and base is not so good but definitely base is present in these earphone according to price its good
ACCFR3Q77R6RRGAC,OnePlus Bullets Wireless Z Bluetooth Headset,5,Super!,"Great product Very much useful for us. It has all the best... Like sound quality, battery back up, buid quality, fitting in the 👂.. I recommend it for buy everyperson who's like wireless headphones..."
ACCFR3Q77R6RRGAC,OnePlus Bullets Wireless Z Bluetooth Headset,5,Perfect product!,I sanitize this oneplus bullets wireless fully satisfied for this product very nice build quality and sound quality very very good battery backup at this price. I have using this headphone for my oneplus 7 Pro device its perfect pair lots of love for oneplus .. thanks Flipkart for delivery on this critical condition all over world
ACCFR3Q77R6RRGAC,OnePlus Bullets Wireless Z Bluetooth Headset,4,Good quality product,Great product for the price compared to the other available in the market.Sound quality is good not great.The ear plugs magnets could have been more powerful.There should have been a flap sealing lid on the charging port.Fully satisfied with the battery backup.Go for it👍
ACCFR3Q77R6RRGAC,OnePlus Bullets Wireless Z Bluetooth Headset,5,Simply awesome,The BEST under 2k. The magnetic control is awesome. Neck band is really comfortable. The bass is not that good. But the overall sound is very very balanced and enriched. I had an awesome experience with it. The battery life is great. Easily gave me 20 hours of backup. This is an overall value for money product. Go for it.
ACCFR3Q77R6RRGAC,OnePlus Bullets Wireless Z Bluetooth Headset,5,Excellent,Every thing is great but battery backup is super great i liked it
ACCFR3Q77R6RRGAC,OnePlus Bullets Wireless Z Bluetooth Headset,5,Worth every penny,"Sound clarity is perfect,design built quality also good,most important thing is battery backup it superbb👌👌🔥🔥but bass is not that much good overall product is awesome 🔥🔥🔥😍😍"
ACCFR3Q77R6RRGAC,OnePlus Bullets Wireless Z Bluetooth Headset,5,Best in the market!,"Superb quality 👌 bass abd sound quality are also very fine... From my personal review, I like it low latency. Best for pubg and other games."
ACCFR3Q77R6RRGAC,OnePlus Bullets Wireless Z Bluetooth Headset,5,Mind-blowing purchase,"I dont know why some people are complaining about low bass , on the contrary they have quite adequate bass and when you pair them with devices having dolby audio , it just works like a charm.-Best build quality-Battery backup is one of the best in its segments -Sound quality is actually more than awesomeAnd its more than just value for money , in 2k their's no other good alternative .Got them at only at 1850 /-"
ACCFR3Q77R6RRGAC,OnePlus Bullets Wireless Z Bluetooth Headset,5,Super!,Z is not for bassheads but for those who want crystal clear sound and no muddiness at all.Mid-tones: 10/10High-tones: 10/10Bass: 7/10 Perfect switching between devices and 20 hours battery backup.And breakneck fast charging Speed Bass is there but not thumpy bass so songs like BELIEVER  may not sound good.But watching movies and stuff on this one is so terrific and enjoyable so 10/10 for that.For bass lovers oppo enco m31 would be a better choice cause it has 2 modes balanced mode and...
ACCFR3Q77R6RRGAC,OnePlus Bullets Wireless Z Bluetooth Headset,4,Worth the money,One of the finest headset in this prize range .And battery life is one of the greatest thing makes this product worty to buy .and talking about sound quality So one plus the name is enough 👍
ACCFR3Q77R6RRGAC,OnePlus Bullets Wireless Z Bluetooth Headset,5,Highly recommended,"This is a wonderful product Unless you have received a faulty unit. Let me help you here Pros -Best in class buildBest in class features (quick pairing and switching, super quick charge)Best in class battery lifeMost comfortable earphone (i have tried nearly all good earphones under 3000 both wired and wireless. Comfort of these are superb)Cons -Sound is like a typical 1000rs earphone.Bass is there but not that much.But still i am rating it 5* why because my friend No OTHER wirele..."
ACCFR3Q77R6RRGAC,OnePlus Bullets Wireless Z Bluetooth Headset,5,Just wow!,"This product is fabulous in this price range ..... In 2k I have 18hours playback. Earlier I thought that this product should give atleast 12 hours backup, but on other hand terrific battery life. If you are searching for wireless earphone then go for it. Just not because I'm saying, it just worth it."
ACCFR3Q77R6RRGAC,OnePlus Bullets Wireless Z Bluetooth Headset,5,Worth every penny,1)Sound Quality Is Best.2)Bass superb but less than OnePlus bullet 2.3) Design and Build quality is best.4) Battery Back-up is very very Awesome. Standby time is 8-9 hour in 10 min charging..5) Full charge backup 19-20 hours really good and Best..6) Latency is Awesome i am tested this in Call of Duty..7) Noise cancellation is in Average mode ..8) Full charge in 25-30 min..In 10 min 50-60 % charge.9) connectivity is Awesome working in OnePlus...Other devices take time 5-10 se...
ACCFR3Q77R6RRGAC,OnePlus Bullets Wireless Z Bluetooth Headset,5,Terrific purchase,"Really good wireless headset. I came across a lot of reviews saying the bass is not so good. But I didn't feel so . It's really good.The sound quality is so balanced and it's perfect for movies , music and calls."
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5,Highly recommended,Nice head set good fit nice quality good to handily poli aytem anu magnet pora kolllam migacha aytem
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5,Terrific purchase,The build quality is really good and the design also looks great. The magnets of earbuds are also really useful. The best part is the cable organizer which is really useful. The bass is good and the sound quality is also good you will not be disappointed buying this product at this price. The call quality is also good and the placement of buttons is very functional and useful. Buy without any doubt.
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5,Classy product,"outstanding product  best sound, good Bass, clear sound"" good job ""REALME ...👌👌👌"
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5,Terrific,"woww fantastic experience 😍 👍 and mainly discuss about this earphones is built quality is awesome 👌👍im fully satisfied with this earphones 👌👌👍   prons 1. built quality is awesome2. sound quality is just super 3. bass , treble,mid ranges are just good4. long and comfortable cable cons 1. missed L shape jackfinally my overall rating is 9.6 /10"
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5,Terrific,Unbelievable bass And very clear audio ear protection very strong I really prefer to purchase this fantastic realme buds thank you very much realme
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5,Excellent,nice earphones with smooth sound. even the build quality is best . this earphone is better for bass lover . and also  for smooth playback
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5,Simply awesome,What a immersive experience on the headphones...when i listen music on them it feels like i'm sitting in any live show... best sound quality i've ever experienced on this price range.  superb realme it wroth the price.. Its looks are also cool to see with yellow lines. The button of the remote are tactile and easy to use and differentiate. The sound goes to extreme volume no trouble after long hours of use.
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5,Brilliant,"It's a interesting product so I'm writing this after 24 hours of burn out.. so stay tuned to know the full story.. eartips are silicone tips very comfortable but doesn't stay in my ear much well, but your mileage may vary.. build is great but after receiving my item I noticed scuffs and nylons coming off a little from the part near 3.5 mm port.. otherwise it's built really well.. speakers for calls is tremendous easily putting mi basics to shame.. it's great for people like me who talks a lot..."
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5,Simply awesome,"Best in the market 😍😍😍. Enjoying its feel the real bass 😌😌. Good qualities of wire, comfortable to wear, and great sound quality 🥰🥰 . Value for money 🤑🤑."
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5,Brilliant,"Nice product , nice quality , great buss, I love it"
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,2,Bad quality,"seriously abnormal bass guys...which is a big. negative about this earpiece ... ..i dont know why nobody paid attention to this bass boost feature , which is  annoying. ...you will never be able to listen to the originally recorded song ....but  will  hear  abnormal extreme bass in every song you play ..which may not be pleasing ....and you want to turn off the feature ...but you can not  coz it is a default  feature in this earpiece...sound clarity is good ..build also good .......but i wil..."
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,3,Fair,"Bass is awesome, a little extra, so people who like bass will love this, I personally like a balanced sound signature, so bass can be turned down just a notch, but treble is waaaayyy too high. It really ruins the experience, it hurts my ears. Mids are pretty good. Build quality is decent. Too much treble ruins the sound quality, that's why 3 stars. If treble was balanced then would have given it 4 or even 5 maybe."
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5,Brilliant,"Realme rma155 vs boat 225 vs senhieser 180I have used all of them for 2 year boat , 6month senhiser , currently using realme since 2 week.Sound qualityRealme 9/10Boat 8/10Senhieser 10/10Volume Realme  10/10(11.2 mm drivers)BOat 9/10Senhieser 7/10BassRealme 9/10BoAt 10/10Senhiser 7/10Build quality Realme 9/10Boat 10/10Senhieser 5/10If you are only bass lover and don't care about lyrics then go for boat If you are only true music lover each and every notes matters for y..."
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5,Great product,"Sound quality is really good... Better than boat bass 200,225.. i have used many earphones like JBL , Skullcandy,boat,bout,leaf,bose,sony etc.. but i fell this is also good as leaf bolt ...  I love it😍.."
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,1,Unsatisfactory,sound is good i mean it have very loud sound. but speaking about bass im not too happy with it because bass is soo powerful but not soo clear as jbl have
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5,Classy product,"It's a allrounder. I used this for playing pubg , footsteps is clearly audible, music is awesome . I suggest you to purchase this earphone if your budget is under 600. I am happy with the product."
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5,Awesome,Using since May 6th. And it is exceptional. Especially for pubg it's wonderful you can hear the footsteps form where they are coming. There were no problem listing music for long hours. Active noise cancellation is superb you did not hear anything around you when you plug and play. I previously used Mi basic after 1 year one side went not working. This one has better bass and sound clarity than Mi basic headset. Go for it guys
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5,Mind-blowing purchase,"sound quality+bass is quiet good , tangled free , and the design is great too , i give it a full 5 stars★★★★★"
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5,Mind-blowing purchase,It's a great product according to the price and its sound quality and bass is perfect.Realme Buds 2 really its a great headphone.In this price range best headphone ever.❤️
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,1,Worthless,"After using 3 months, having mike issues. When you are playing songs it's good but when you are on call it's not a worthy enough"
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5,Awesome,"The Real Buds 2 (Feel The Real Bass)Design & Fit 5 - ⭐⭐⭐⭐⭐Sound Clarity & Bass 5 - ⭐⭐⭐ ⭐⭐Value For Money  5 - ⭐⭐⭐⭐⭐I Am Using For My OnePlus 6T ,I Got Best Budget Earphone From Realme 🙏🙏& Thanks To Flipkart Team For Within 2day FastDelivery ...Just Add To Cart & Buy This , Don't Wait........."
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,4,Wonderful,Sound very good Punchy bassClear soundBut look is not so good especially in green color it’s looks so simple I mean quality Overall great purchase
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5,Mind-blowing purchase,"absolutely great product sound quality bass is great I did not expect that ,built quality is also great go & purchase guys but some cons are also there connector is not L shape treble will be improved in next version over all osm product bass lovers go for this earphones"
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5,Brilliant,Best product to buy 🌟🌟🌟🌟🌟It is good in realme Narzo 10A good base and high quality worth in price 🥰🥰
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,4,Good quality product,every thing is great in this earphone just lacks clarity a bit and i guess its because of bass. cable: braidedlooks cool with black yellow combinationi like the magnetic earbuds
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5,Worth every penny,"Comparison Between Boat 225 , Realme Buds 2, Sennheiser CX 180Bass:-#1 Realme Buds 2 (Excellent Extra Bass)#2 Boat 225 ( It has also a good extra bass but not good as Realme Buds 2)#3 Sennheiser CX 180( it has no extra bass but the bass is just perfect when it required u feels a great bass)Build:-#1 Boat 225 ( boat is clearly winner on its build quality it feels more premiums than other two with its metal build and tangle free wire)#2 Realme Buds 2 ( It has also have a great build..."
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5,Awesome,"Writing review after 6 months of daily use..Personally i use earphones on daily basis. When i upgraded to these earphones, their design and build quality impressed me. In the first month it became too wet due to rain but still these works the same way as they were on first day.Good product."
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,4,Pretty good,The best value for money product and also the  build quality is good and lite wait and I also like that yellow strip it's very useful
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5,Great product,"I don't know much about the technicality of the earphones but the sound output from these earphones  is pretty good for its price , sound coming from them is crystal clear ,these are undoubtedly the best earphones in this price range."
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5,Super!,bass Is awesome And  Clarity Is also Descent Bulit Quality Is really good Very Durable Cable Quality really Liked The Products Let's See How Long does It Last for?
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5,Worth every penny,"I literally love this product this sound quality is good i use more earphones like boat ,jbl,ubon etc but this earbuds are best I literally love this mic quality for recording."
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,4,Good quality product,"Real me Buds 2 is awesome product, Great sound quality but bass is not up-to the mark. Awesome build quality. Value for money 👌👌👌"
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5,Simply awesome,Pros: 1.Sound is crisp and Clear 2.Bass is Awsome 3.Design and build quality excellent4.Cable organizer is usefull to carry pick up your earphone safetly5.Call quality is clearly delivered to whos speak with uscons:1. its a straight cable not triangle2.Not Gold plated 3.5mm Jack
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5,Classy product,Ordered 2 for my sis and my self. Good built quality. Bass Triple are well balanced. Producing wow sound effects with Power amp music player app. Comfortable fit. thanks for extra ear bud. Well and premium packing. On time delivery. Another gadget in my laptop.
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5,Best in the market!,I am happy good quality  product. Nice bass and sound clarity
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5,Excellent,Realme Buds2 is really gud product with comfort and quality. Satisfied with it. But only issue is small ear plugs are only one pair available in the box which are perfect fit in the ear where extra other plugs are big and not useful.
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,5,Terrific purchase,It is the best in ear earphone in its price.nice built and noise isolation is good. You can feel every beats of bass.HD crystal clear sound. But the voice clarity could had been improved with the dual drivers. But still the best earphone in this budget. The build quality is also good and it doesn't feel cheap budget earphone.One more thing.... The cable organizer helps a lot while keeping the earphone safe and organized while travelling and keeping in jeans pocket.Hope realme buds 3 will co...
ACCFKYE2ARGG67WC,realme Buds 2 Wired Headset,3,Nice,Boat basshead 220 have better bass than buds2. But vocal of buds2 is better than boat 220...  It produces very clear sound 🔊 loved 😍 by music lover... Must buy but warranty must 1 year 😔
